source,id_str,text,created_at,retweet_count,in_reply_to_user_id_str,favorite_count,is_retweet
Twitter for iPhone,907675638055743489,"Congratulations to Eric &amp; Lara on the birth of their son, Eric ""Luke"" Trump this morning! https://t.co/Aw0AV82XdE",Tue Sep 12 18:41:50 +0000 2017,16958,,111516,False
Twitter for iPhone,907592460070768641,"The devastation left by Hurricane Irma was far greater, at least in certain locations,than anyone thought - but amazing people working hard!",Tue Sep 12 13:11:19 +0000 2017,14735,,85323,False
Twitter for iPhone,907588803161939968,Fascinating to watch people writing books and major articles about me and yet they know nothing about me &amp; have zero access. #FAKE NEWS!,Tue Sep 12 12:56:47 +0000 2017,24187,,107606,False
Twitter for iPhone,907579024960098304,"RT @LouDobbs: Making America Great Again- @Kellyannepolls: After #Irma @POTUS is focused on saving lives, not swamp shenanigans. #Dobbs #MA…",Tue Sep 12 12:17:56 +0000 2017,7631,,0,True
Twitter for iPhone,907311779331690496,May God Forever Bless the United States of America. #NeverForget911 https://t.co/erycJgj23r,Mon Sep 11 18:35:59 +0000 2017,36633,,133936,False
Twitter for iPhone,907303264458362880,#NeverForget https://t.co/rmQ1a5bDon,Mon Sep 11 18:02:09 +0000 2017,19251,,81914,False
Twitter for iPhone,906829008955957248,RT @Scavino45: Hurricane force winds hit Florida Keys. 390 shelters have been opened in Florida. Shelters near you➡️https://t.co/lL5pDP0N9D…,Sun Sep 10 10:37:38 +0000 2017,5494,,0,True
Twitter for iPhone,906828871106002944,"RT @SecretarySonny: Serious @Cabinet meeting today, called by @POTUS at Camp David. Reports on #Irma's track, potential impact, fed &amp; state…",Sun Sep 10 10:37:05 +0000 2017,6338,,0,True
Twitter for iPhone,906828550065582080,RT @TravelGov: Continue to notify us of US citizens overseas impacted by #HurricaneIrma &amp; #HurricaneJose. https://t.co/EuIpTB144z https://t…,Sun Sep 10 10:35:49 +0000 2017,4394,,0,True
Twitter for iPhone,906828199421767680,"RT @KellyannePolls: Love and prayers for friends Adrienne &amp; Eric Bolling. 

May Eric Chase know eternal peace. https://t.co/rtoCsVpPGy",Sun Sep 10 10:34:25 +0000 2017,9156,,0,True
Twitter for iPhone,906828018651451392,RT @NYPDnews: Many supported NYers when Sandy hit. Now our NY Task Force-1 can be there to help others during Harvey &amp; #HurricaneIrma. Here…,Sun Sep 10 10:33:42 +0000 2017,6705,,0,True
Twitter for iPhone,906827742632665094,"RT @seanhannity: @ericbolling To my dear friend, please know we all love you, will be here for you and your family.",Sun Sep 10 10:32:36 +0000 2017,11402,,0,True
Twitter for iPhone,906826663484411905,RT @DonaldJTrumpJr: Great pic from a friend on @CBPflorida @CustomsBorder who have been helping with #harvey recovery and now with #irma. T…,Sun Sep 10 10:28:19 +0000 2017,5194,,0,True
Twitter for iPhone,906826427210792960,RT @Scavino45: Florida Governor Rick @FLGovScott. #HurricaineIrma https://t.co/ch3wx9HDMj,Sun Sep 10 10:27:22 +0000 2017,2808,,0,True
Twitter for iPhone,906826370155720704,RT @EricTrump: Please stay safe #Florida! You are in our thoughts and we are praying for you! 🇺🇸🇺🇸🇺🇸 https://t.co/B3998hZyHI,Sun Sep 10 10:27:09 +0000 2017,5672,,0,True
Twitter for iPhone,906712991940399104,"The U.S. Coast Guard, FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!",Sun Sep 10 02:56:37 +0000 2017,25075,,126385,False
Twitter for iPhone,906669500984041472,"Heed the advice of @FLGovScott!

""If you're in an evacuation zone, you need to get to a shelter...there's not many hours left."" Gov. Scott https://t.co/92W8ViNMUK",Sun Sep 10 00:03:48 +0000 2017,11360,,44856,False
Media Studio,906634384702291968,"This is a storm of enormous destructive power, and I ask everyone in the storm’s path to heed ALL instructions from government officials. https://t.co/nJfM2Sdme1",Sat Sep 09 21:44:16 +0000 2017,15094,,64650,False
Twitter for iPhone,906543198599876608,"FLORIDA- 
Visit https://t.co/pdBaD9t8SK to find shelters, road closures, &amp; evacuation routes. Helpful Twitter list: https://t.co/BUMVlxGFe8 https://t.co/ncnuqCeB5K",Sat Sep 09 15:41:55 +0000 2017,16347,,49234,False
Twitter for iPhone,906320446882271232,Churches in Texas should be entitled to reimbursement from FEMA Relief Funds for helping victims of Hurricane Harvey (just like others).,Sat Sep 09 00:56:47 +0000 2017,28990,,127726,False
Media Studio,906170854362447875,"A message to my fellow Americans🇺🇸#IrmaHurricane2017
🎥https://t.co/jyg6AlyAAb
🎥https://t.co/iPujtHzejr https://t.co/HCQ9kmKc4E",Fri Sep 08 15:02:22 +0000 2017,21133,,68359,False
Twitter for iPhone,906139352580972544,Republicans must start the Tax Reform/Tax Cut legislation ASAP. Don't wait until the end of September. Needed now more than ever. Hurry!,Fri Sep 08 12:57:11 +0000 2017,20704,,79689,False
Twitter for iPhone,906136682952568832,...never allow the Republicans to pass even great legislation. 8 Dems control - will rarely get 60 (vs. 51) votes. It is a Repub Death Wish!,Fri Sep 08 12:46:35 +0000 2017,14829,,63330,False
Twitter for iPhone,906135414498631680,"Republicans, sorry, but I've been hearing about Repeal &amp; Replace for 7 years, didn't happen! Even worse, the Senate Filibuster Rule will....",Fri Sep 08 12:41:32 +0000 2017,17525,,70686,False
Twitter for iPhone,906134333467045888,"Our incredible U.S. Coast Guard saved more than 15,000 lives last week with Harvey. Irma could be even tougher. We love our Coast Guard!",Fri Sep 08 12:37:14 +0000 2017,20615,,101114,False
Twitter for iPhone,906133573400481792,"Hurricane Irma is of epic proportion, perhaps bigger than we have ever seen. Be safe and get out of its way,if possible. Federal G is ready!",Fri Sep 08 12:34:13 +0000 2017,14321,,63787,False
Twitter for iPhone,905967331662319617,"We will confront ANY challenge, no matter how strong the winds or high the water. I’m proud to stand with Presidents for #OneAmericaAppeal.",Fri Sep 08 01:33:38 +0000 2017,15772,,80029,False
Twitter for iPhone,905958330815926276,I encourage EVERYONE in the path of #HurricaneIrma to heed the advice and orders of local &amp; state officials! https://t.co/AQmawTpZs0,Fri Sep 08 00:57:52 +0000 2017,19168,,67170,False
Twitter for iPhone,905888075749974016,"During my trip to Saudi Arabia, I spoke to the leaders of more than 50 Arab &amp; Muslim nations about the need to confront our shared enemies.. https://t.co/8oeAQfIeX8",Thu Sep 07 20:18:42 +0000 2017,10156,,42117,False
Twitter for iPhone,905880546185814016,"Together, we will show the world that the forces of destruction and extremism are NO MATCH for the BLESSINGS of PROSPERITY and PEACE! https://t.co/aL6In83eWK",Thu Sep 07 19:48:47 +0000 2017,13855,,55694,False
Twitter for iPhone,905856569329504256,"Welcome to the @WhiteHouse, Amir Sabah al-Ahmed al-Jaber al-Sabah of Kuwait! Joint press conference coming up soon: https://t.co/8T4Nyzlp4Y https://t.co/lfRa4AATaM",Thu Sep 07 18:13:30 +0000 2017,7763,,31422,False
Twitter for iPhone,905788459301908480,"For all of those (DACA) that are concerned about your status during the 6 month period, you have nothing to worry about - No action!",Thu Sep 07 13:42:52 +0000 2017,20287,,78769,False
Twitter for iPhone,905775939862310912,"RT @GOP: .@IvankaTrump: This administration is committed to keeping working families at the forefront of our agenda.
https://t.co/rHqFqUJGWI",Thu Sep 07 12:53:07 +0000 2017,5340,,0,True
Twitter for iPhone,905775722312212480,RT @WhiteHouse: The current tax code is a burden on American taxpayers and harmful to American job-creators. Learn more: https://t.co/w5eMl…,Thu Sep 07 12:52:15 +0000 2017,7201,,0,True
Twitter for iPhone,905775554737078272,"RT @GOP: .@POTUS: I want to work with Congress, Republicans, and Democrats on a plan that is pro-growth, pro-jobs, pro-worker, and pro-Amer…",Thu Sep 07 12:51:35 +0000 2017,7856,,0,True
Twitter for iPhone,905775458557538304,"Thank you, our great honor! https://t.co/StrciEwuWs",Thu Sep 07 12:51:12 +0000 2017,12459,,46856,False
Twitter for iPhone,905770927526432768,"Hurricane Irma is raging but we have great teams of talented and brave people already in place and ready to help. Be careful, be safe! #FEMA",Thu Sep 07 12:33:12 +0000 2017,16584,,81964,False
Twitter for iPhone,773250022045548544,"Thank you to all of our amazing military families, service members, and veterans. #ImWithYou https://t.co/RmQJt0Wxcq",Tue Sep 06 20:02:26 +0000 2016,8341,,25719,False
Twitter for iPhone,773218706084290565,"Join me in Pensacola, Florida this Friday at 7pm! #VoteTrump 
https://t.co/L8Ui56dcrJ https://t.co/0ciDCuoFeO",Tue Sep 06 17:57:59 +0000 2016,4740,,13911,False
Twitter for iPhone,773206341296979972,Thank you! #VoteTrump #ImWithYou https://t.co/SCEq9LqTTj,Tue Sep 06 17:08:51 +0000 2016,12467,,32983,False
Twitter Web Client,773181751749402624,"Mainstream media never covered Hillary’s massive “hacking”
or coughing attack, yet it is #1 trending. What’s up?",Tue Sep 06 15:31:09 +0000 2016,13967,,35683,False
Twitter for Android,773145023319867392,"""@Ler: Message for undecided voters: Please wake up and vote DonaldTrump now! Trump/Pence very important save our America before too late!""",Tue Sep 06 13:05:12 +0000 2016,6625,,19872,False
Twitter for iPhone,773140953133641729,Thank you! #AmericaFirst https://t.co/6v4C8ykDVl,Tue Sep 06 12:49:02 +0000 2016,10522,,27827,False
Twitter for iPhone,773140702972801024,"As a tribute to the late, great Phyllis Schlafly, I hope everybody can go out and get her latest book, THE CONSERVATIVE CASE FOR TRUMP.",Tue Sep 06 12:48:02 +0000 2016,5632,,18405,False
Twitter for Android,773116580733587456,"China wouldn't provide a red carpet stairway from Air Force One and then Philippines President calls Obama ""the son of a whore."" Terrible!",Tue Sep 06 11:12:11 +0000 2016,10894,,30760,False
Twitter for Android,773113752271060992,"The truly great Phyllis Schlafly, who honored me with her strong endorsement for president, has passed away at 92. She was very special!",Tue Sep 06 11:00:56 +0000 2016,6980,,26150,False
Twitter for iPhone,772928797419143168,Thank you Ohio! #AmericaFirst https://t.co/p68GAJdhwu,Mon Sep 05 22:46:00 +0000 2016,9406,,25851,False
Twitter for iPhone,772863407620034560,"Heading to Youngstown, Ohio now- some great polls. #AmericaFirst https://t.co/cGwDLSOFUt",Mon Sep 05 18:26:10 +0000 2016,10202,,25721,False
Twitter for iPhone,772840545668493312,Thank you American Legion Post 610- for hosting @Mike_Pence &amp; I for a roundtable with labor leaders. #LaborDay #MAGA https://t.co/r0cwJlV38L,Mon Sep 05 16:55:19 +0000 2016,5888,,18817,False
Twitter for iPhone,772798809508372480,"#LaborDay #AmericaFirst
Video: https://t.co/RNl7cfzkmN https://t.co/ZqRtbV4KRI",Mon Sep 05 14:09:28 +0000 2016,5850,,15776,False
Twitter for iPhone,772797202922082304,Can you believe that the Chinese would not give Obama the proper stairway to get off his plane - fight on tarmac! https://t.co/FAldS5zZi5,Mon Sep 05 14:03:05 +0000 2016,7687,,18749,False
Twitter for iPhone,772793658072559616,President Obama &amp; Putin fail to reach deal on Syria - so what else is new? Obama is not a natural deal maker. Only makes bad deals!,Mon Sep 05 13:49:00 +0000 2016,9578,,28395,False
Twitter for Android,772645423097995264,"""@OSPREY675: @Miami4Trump I followed you because you are a patriot &amp; support @realDonaldTrump, as do I. #MAGA by sticking together.",Mon Sep 05 03:59:58 +0000 2016,3721,,13791,False
Twitter for Android,772645091802480640,"""@tweak626: I'm at a biker rally in Perry, Kansas...and everyone is a @realDonaldTrump fan. Love it.""",Mon Sep 05 03:58:39 +0000 2016,4737,,17244,False
Twitter for Android,772607833275830272,"""@ronnieclemmons: @ChrisCJackson @TakouiS @realDonaldTrump  Trump now leads her by 2 - get real, she will lose big""",Mon Sep 05 01:30:36 +0000 2016,4406,,15418,False
Twitter for Android,772607185851408387,"""@lblackvelvet: @realDonaldTrump We need to show Americans that Hillary will KILL our Country !! Vote for Trump !!""",Mon Sep 05 01:28:02 +0000 2016,5704,,18397,False
Twitter for Android,772606281576280064,"""@CherNuna: @realDonaldTrump It defies belief the Web of Lies Hillary is spinning! One excuse after another. Then it's this, then it's that.",Mon Sep 05 01:24:26 +0000 2016,4834,,15868,False
Twitter for Android,772582467601588224,"Lyin' Hillary Clinton told the FBI that she did not know the ""C"" markings on documents stood for CLASSIFIED. How can this be happening?",Sun Sep 04 23:49:48 +0000 2016,18954,,48182,False
Twitter for Android,772576650718482432,"To the African-American community: The Democrats have failed you for fifty years, high crime, poor schools, no jobs. I will fix it, VOTE ""T""",Sun Sep 04 23:26:41 +0000 2016,12461,,36426,False
Twitter for Android,772574369633763329,The polls are close so Crooked Hillary is getting out of bed and will campaign tomorrow.Why did she hammer 13 devices and acid-wash e-mails?,Sun Sep 04 23:17:38 +0000 2016,13949,,35269,False
Twitter for Android,772571293438840832,"The Great State of Arizona, where I just had a massive rally (amazing people), has a very weak and ineffective Senator, Jeff Flake. Sad!",Sun Sep 04 23:05:24 +0000 2016,6079,,20799,False
Twitter for Android,772556213313765377,"The Republican Party needs strong and committed leaders, not weak people such as @JeffFlake, if it is going to stop illegal immigration.",Sun Sep 04 22:05:29 +0000 2016,7153,,21588,False
Twitter for iPhone,772473194162905089,RT @DanScavino: Doesn't fit the MSM narrative - so they wont share what @realDonaldTrump did for Jesse Jackson in 1999 - so I will! https:/…,Sun Sep 04 16:35:36 +0000 2016,13299,,0,True
Twitter for Android,772467120114397184,"""@AnneBellar: @realDonaldTrump @CNN CNN is so biased. Never ever watch them. Trump 2016!!""",Sun Sep 04 16:11:27 +0000 2016,5759,,18549,False
Twitter for Android,772465330740404225,Crooked Hillary's V.P. pick said this morning that I was not aware that Russia took over Crimea. A total lie - and taken over during O term!,Sun Sep 04 16:04:21 +0000 2016,6808,,21645,False
Twitter for Android,772417922279043073,"Wow, the failing @nytimes has not reported properly on Crooked's FBI release. They are at the back of the pack - no longer a credible source",Sun Sep 04 12:55:58 +0000 2016,9424,,29035,False
Twitter for Android,772171469476552704,".@CNN is so disgusting in their bias, but they are having a hard time promoting Crooked Hillary in light of the new e-mail scandals.",Sat Sep 03 20:36:39 +0000 2016,13924,,39850,False
Twitter for Android,772170704687099904,"Great visit to Detroit church, fantastic reception, and all @CNN talks about is a small protest outside. Inside a large and wonderful crowd!",Sat Sep 03 20:33:36 +0000 2016,11780,,37141,False
Twitter for iPhone,772166085974130697,"I am returning to the Pensacola Bay Center in Florida- Friday, 9/9/16 at 7pm. Join me! https://t.co/L8Ui56dcrJ https://t.co/wAePlfS0JL",Sat Sep 03 20:15:15 +0000 2016,6278,,18464,False
Twitter for iPhone,772123965938597888,"Thank you Great Faith Ministries International, Bishop Wayne T. Jackson, and Detroit!
https://t.co/4Ucx678ZCC",Sat Sep 03 17:27:53 +0000 2016,10884,,28153,False
Twitter for iPad,772036179420127232,#ImWithYou https://t.co/I8dHzezmY4,Sat Sep 03 11:39:03 +0000 2016,12458,,29169,False
Twitter for iPhone,771854023544549377,#AmericaFirst #ImWithYou https://t.co/Gtl7DyQkzt,Fri Sep 02 23:35:14 +0000 2016,9385,,25604,False
Twitter for iPhone,771753541698523136,"Great new poll Iowa - thank you!
#MakeAmericaGreatAgain #ImWithYou https://t.co/7hupah1RQN",Fri Sep 02 16:55:57 +0000 2016,10161,,25028,False
Twitter for Android,771688054344089601,"I visited our Trump Tower campaign headquarters last night, after returning from Ohio and Arizona, and it was packed with great pros - WIN!",Fri Sep 02 12:35:44 +0000 2016,7138,,28943,False
Twitter for Android,771687247951298560,People will be very surprised by our ground game on Nov. 8. We have an army of volunteers and people with GREAT SPIRIT! They want to #MAGA!,Fri Sep 02 12:32:31 +0000 2016,9269,,28032,False
Twitter for Android,771686352438042624,Just heard that crazy and very dumb @morningmika had a mental breakdown while talking about me on the low ratings @Morning_Joe. Joe a mess!,Fri Sep 02 12:28:58 +0000 2016,5828,,20685,False
Twitter for iPhone,771481226578460672,I will be interviewed by @ericbolling tonight at 8pm on the @oreillyfactor. Enjoy!,Thu Sep 01 22:53:52 +0000 2016,3882,,15487,False
Twitter for iPhone,771393537900503040,I am promising you a new legacy for America. We're going to create a new American future. Thank you OHIO! #ImWithYou https://t.co/TUgccsxvoy,Thu Sep 01 17:05:25 +0000 2016,9629,,28965,False
Twitter for iPhone,905603224379559936,"We want our companies to hire &amp; grow in AMERICA, to raise wages for AMERICAN workers, &amp; to help rebuild our AMERICAN cities &amp; towns! #USA🇺🇸 https://t.co/sglubjcbW4",Thu Sep 07 01:26:48 +0000 2017,15232,,60633,False
Twitter for iPhone,905586115440242689,"If we want to renew our PROSPERITY, restore OPPORTUNITY, &amp; re-establish our economic DOMINANCE, then we need tax reform that is pro-growth.. https://t.co/9NzLg2Qzpo",Thu Sep 07 00:18:49 +0000 2017,17172,,69771,False
Twitter for iPhone,905582435538219011,"Thank you for joining me in Mandan, ND Gov. @DougBurgum, Lt. Gov. @BrentSanfordND, @SenJohnHoeven, @RepKevinCramer &amp; @SenatorHeitkamp. https://t.co/8nIvtHvpu6",Thu Sep 07 00:04:12 +0000 2017,6481,,33283,False
Twitter for iPhone,905571513398693888,"Wonderful to be in North Dakota with the incredible hardworking men &amp; women @ the Andeavor Refinery. 
Full remarks: 🎥https://t.co/uxBpyeERUm https://t.co/fV9R9gJxDS",Wed Sep 06 23:20:48 +0000 2017,8915,,42757,False
Twitter for iPhone,905512462971232257,"Just spoke w/ Governors Rick Scott of Florida, Kenneth Mapp of the U.S. Virgin Islands &amp; Ricardo Rosselló of Puerto Rico. WE ARE W/ YOU ALL! https://t.co/k92cslgKFa",Wed Sep 06 19:26:09 +0000 2017,18109,,72230,False
Twitter for iPhone,905488897186172928,"'President Donald J. Trump Approves Emergency Declarations'

➡️https://t.co/xSHSyNkvuP
➡️https://t.co/UbBSFOhMM7
➡️https://t.co/xWOfp9Z9iR https://t.co/qoJOM54Gy8",Wed Sep 06 17:52:30 +0000 2017,14665,,50510,False
Twitter for iPhone,905394471969452032,RT @VP: .@POTUS is committed to the health &amp; well-being of the US people &amp; we are confident Dr. Jerome Adams will succeed as our new surgeo…,Wed Sep 06 11:37:18 +0000 2017,11498,,0,True
Twitter for iPhone,905383515302264832,Hurricane looks like largest ever recorded in the Atlantic!,Wed Sep 06 10:53:45 +0000 2017,13326,,59907,False
Twitter for iPhone,905383039517282304,"Watching Hurricane closely. My team, which has done, and is doing, such a good job in Texas, is already in Florida. No rest for the weary!",Wed Sep 06 10:51:52 +0000 2017,5229,,109965,False
Twitter for iPhone,905381817695526912,Will be going to North Dakota today to discuss tax reform and tax cuts. We are the highest taxed nation in the world - that will change.,Wed Sep 06 10:47:01 +0000 2017,17766,,89928,False
Twitter for iPhone,905228667336499200,"Congress now has 6 months to legalize DACA (something the Obama Administration was unable to do). If they can't, I will revisit this issue!",Wed Sep 06 00:38:27 +0000 2017,24217,,92637,False
Twitter for iPhone,905170032229056512,I look forward to working w/ D's + R's in Congress to address immigration reform in a way that puts hardworking citizens of our country 1st.,Tue Sep 05 20:45:27 +0000 2017,24254,,104097,False
Twitter for iPhone,905050380484141056,"RT @The_Trump_Train: @realDonaldTrump Make no mistake, we are going to put the interest of AMERICAN CITIZENS FIRST! 

The forgotten men &amp; w…",Tue Sep 05 12:50:00 +0000 2017,17576,,0,True
Twitter for iPhone,905047095488516098,I am allowing Japan &amp; South Korea to buy a substantially increased amount of highly sophisticated military equipment from the United States.,Tue Sep 05 12:36:57 +0000 2017,33372,,125347,False
Twitter for iPhone,905039597050187777,"RT @DanScavino: 'Trump as Commander in Chief, Making the Hard Decisions' by LTG (Ret) Kellogg, a highly decorated Vietnam War Vet: https://…",Tue Sep 05 12:07:09 +0000 2017,5658,,0,True
Twitter for iPhone,905038986883850240,"Congress, get ready to do your job - DACA!",Tue Sep 05 12:04:43 +0000 2017,25910,,104531,False
Twitter for iPhone,904899243906879488,Big week coming up!,Tue Sep 05 02:49:26 +0000 2017,26476,,99412,False
Twitter for iPhone,904745562771259392,"We are building our future with American hands, American labor, American iron, aluminum and steel. Happy #LaborDay! https://t.co/lyvtNfQ5IO",Mon Sep 04 16:38:46 +0000 2017,27290,,120986,False
Twitter for iPhone,904377075049656322,"The United States is considering, in addition to other options, stopping all trade with any country doing business with North Korea.",Sun Sep 03 16:14:31 +0000 2017,46856,,171720,False
Twitter for iPhone,904375314830249984,"I will be meeting General Kelly, General Mattis and other military leaders at the White House to discuss North Korea. Thank you.",Sun Sep 03 16:07:32 +0000 2017,27471,,128967,False
Twitter for iPhone,904309527381716992,"South Korea is finding, as I have told them, that their talk of appeasement with North Korea will not work, they only understand one thing!",Sun Sep 03 11:46:07 +0000 2017,25737,,93883,False
Twitter for iPhone,904307898213433344,"..North Korea is a rogue nation which has become a great threat and embarrassment to China, which is trying to help but with little success.",Sun Sep 03 11:39:38 +0000 2017,24112,,93269,False
Twitter for iPhone,904305644651634688,North Korea has conducted a major Nuclear Test. Their words and actions continue to be very hostile and dangerous to the United States.....,Sun Sep 03 11:30:41 +0000 2017,28307,,94390,False
Twitter for iPhone,904211620896886785,"So much SPIRIT in LA! Thank you to all of our HEREOS who saved many lives. An honor to spend time w/ @NationalGuard, #LEOs &amp; the #CajunNavy! https://t.co/7PEtSL6RKF",Sun Sep 03 05:17:04 +0000 2017,19523,,79732,False
Twitter for iPhone,904177758489776129,"Remember, Sunday is National Prayer Day (by Presidential Proclamation)!",Sun Sep 03 03:02:31 +0000 2017,33480,,132139,False
Twitter for iPhone,904176553621307396,"Just got back to the White House from the Great States of Texas and Louisiana, where things are going well. Such cooperation &amp; coordination!",Sun Sep 03 02:57:43 +0000 2017,15380,,91103,False
Twitter for iPhone,904174851627286530,"The Manufacturing Index rose to 59%, the highest level since early 2011 - and we can do much better!",Sun Sep 03 02:50:58 +0000 2017,13924,,69553,False
Twitter for iPhone,904172749135994882,RT @Team_Trump45: @realDonaldTrump  https://t.co/o1x6X2qQdM,Sun Sep 03 02:42:36 +0000 2017,24744,,0,True
Twitter for iPhone,904172511222525955,RT @ColumbiaBugle: @realDonaldTrump @FLOTUS President Trump greeting families affected by Hurricane Harvey. #TexasStrong https://t.co/5Ga3d…,Sun Sep 03 02:41:40 +0000 2017,7592,,0,True
Twitter for iPhone,904172194737123328,RT @ColumbiaBugle: @realDonaldTrump Love our @FLOTUS! https://t.co/6LT9mLAJ86,Sun Sep 03 02:40:24 +0000 2017,9085,,0,True
Twitter for iPhone,904160894661296130,"Together, we will prevail in the GREAT state of Texas. We love you!

GOD BLESS TEXAS &amp; GOD BLESS THE USA🇺🇸 https://t.co/1rzmEenQIb",Sun Sep 03 01:55:30 +0000 2017,42565,,140941,False
Twitter for iPhone,904025340049285121,"TEXAS: We are with you today, we are with you tomorrow, and we will be with you EVERY SINGLE DAY AFTER, to restore, recover, and REBUILD! https://t.co/p1Fh8jmmFA",Sat Sep 02 16:56:51 +0000 2017,26026,,110225,False
Twitter for iPhone,903980484966752257,Departing for Texas and Louisiana with @FLOTUS Melania right now @JBA_NAFW. We will see you soon. America is with you! https://t.co/z3bHVdJVPr,Sat Sep 02 13:58:37 +0000 2017,14873,,78403,False
Twitter for iPhone,903778130850131970,"On behalf of @FLOTUS Melania &amp; myself, THANK YOU for today's update &amp; GREAT WORK! #SouthernBaptist @SendRelief, @RedCross &amp; @SalvationArmyUS https://t.co/DLgFNiCxN2",Sat Sep 02 00:34:32 +0000 2017,13335,,62723,False
Twitter for iPhone,903770196388831233,I will be going to Texas and Louisiana tomorrow with First Lady. Great progress being made! Spending weekend working at White House.,Sat Sep 02 00:03:00 +0000 2017,17187,,100032,False
Twitter for iPhone,903766326631698432,Stock Market up 5 months in a row!,Fri Sep 01 23:47:38 +0000 2017,17967,,95677,False
Media Studio,903705867891204096,"'President Donald J. Trump Proclaims September 3, 2017, as a National Day of Prayer' #HurricaneHarvey #PrayForTexas https://t.co/shen5JxChQ https://t.co/MpLB7WpxfT",Fri Sep 01 19:47:23 +0000 2017,24788,,79095,False
Twitter for iPhone,903603043714957312,Texas is healing fast thanks to all of the great men &amp; women who have been working so hard. But still so much to do. Will be back tomorrow!,Fri Sep 01 12:58:48 +0000 2017,18432,,98350,False
Twitter for iPhone,903600265420578819,...get things done at a record clip. Many big decisions to be made over the coming days and weeks. AMERICA FIRST!,Fri Sep 01 12:47:46 +0000 2017,13799,,69806,False
Twitter for iPhone,903597166249246720,General John Kelly is doing a great job as Chief of Staff. I could not be happier or more impressed - and this Administration continues to..,Fri Sep 01 12:35:27 +0000 2017,13935,,76071,False
Twitter for iPhone,903587428488839170,"Wow, looks like James Comey exonerated Hillary Clinton long before the investigation was over...and so much more. A rigged system!",Fri Sep 01 11:56:45 +0000 2017,42941,,137366,False
Twitter for iPhone,903585873614303234,"Texas is heeling fast thanks to all of the great men &amp; women who have been working so hard. But still, so much to do. Will be back tomorrow!",Fri Sep 01 11:50:34 +0000 2017,4996,,22450,False
Twitter for iPhone,903348312421670912,"THANK YOU to all of the incredible HEROES in Texas. America is with you! #TexasStrong 
https://t.co/8N4ABo9Ihp",Thu Aug 31 20:06:35 +0000 2017,31751,,123076,False
Twitter for iPhone,903234878124249090,RT @FoxNews: .@KellyannePolls on Harvey recovery: We hope when it comes to basic Hurricane Harvey funding that we can rely upon a nonpartis…,Thu Aug 31 12:35:50 +0000 2017,7231,,0,True
Twitter for iPhone,903067192756928512,RT @SecShulkin: Our Mobile Vet Center set up and ready to help #Veterans impacted by #HurricaneHarvey in Corpus Christi. https://t.co/P3qNX…,Thu Aug 31 01:29:31 +0000 2017,8566,,0,True
Media Studio,903059975437733888,First responders have been doing heroic work. Their courage &amp; devotion has saved countless lives – they represent the very best of America! https://t.co/I0gvCQLTKO,Thu Aug 31 01:00:50 +0000 2017,23053,,101520,False
Twitter for iPhone,771352519457005568,Thank you for having me this morning @AmericanLegion. I enjoyed my time with everyone! #ALConvention2016 https://t.co/19TZEi6EbB,Thu Sep 01 14:22:26 +0000 2016,6264,,20032,False
Twitter for Android,771298236376178688,Poll numbers way up - making big progress!,Thu Sep 01 10:46:44 +0000 2016,9908,,37264,False
Twitter for Android,771296597963661312,Thank you to @foxandfriends for the great review of the speech on immigration last night. Thank you also to the great people of Arizona!,Thu Sep 01 10:40:13 +0000 2016,6975,,28478,False
Twitter for Android,771294347501461504,Mexico will pay for the wall!,Thu Sep 01 10:31:17 +0000 2016,36616,,62418,False
Twitter for iPhone,771212757517557760,"Under a Trump administration, it's called #AmericaFirst! #ImWithYou
https://t.co/QfHfCQg0Wa",Thu Sep 01 05:07:04 +0000 2016,8581,,22960,False
Twitter for iPhone,771212706275741696,"Hillary Clinton doesn't have the strength or the stamina to MAKE AMERICA GREAT AGAIN! #AmericaFirst
https://t.co/G1MuLrjhW9",Thu Sep 01 05:06:52 +0000 2016,6990,,20183,False
Twitter for iPhone,771210697552166913,"There will be no amnesty!
#MakeAmericaGreatAgain #ImWithYou
https://t.co/vVhzSdCblA",Thu Sep 01 04:58:53 +0000 2016,6376,,17672,False
Twitter for iPhone,771210555822477313,"Mexico will pay for the wall - 100%!
#MakeAmericaGreatAgain #ImWithYou
https://t.co/pSFuPZz0xP",Thu Sep 01 04:58:19 +0000 2016,10186,,21430,False
Twitter for iPhone,771206171856207873,RT @LouDobbs: We are Watching A Leader Who for the First Time in Three Presidencies Will Put America and Americans First! @realDonaldTrump…,Thu Sep 01 04:40:54 +0000 2016,9249,,0,True
Twitter for iPhone,771206056454127616,"RT @AnnCoulter: I hear Churchill had a nice turn of phrase, but Trump's immigration speech is the most magnificent speech ever given.",Thu Sep 01 04:40:26 +0000 2016,8921,,0,True
Twitter for iPhone,771150050940497920,"Just arrived in Arizona! #ImWithYou
https://t.co/MT3wW61YS5",Thu Sep 01 00:57:54 +0000 2016,3254,,14641,False
Twitter for Android,771146302134423552,Great trip to Mexico today  - wonderful leadership and high quality people! Look forward to our next meeting.,Thu Sep 01 00:43:00 +0000 2016,9988,,34936,False
Twitter for iPhone,771145576381427712,"Hillary Clinton didn't go to Louisiana, and now she didn't go to Mexico. She doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!",Thu Sep 01 00:40:07 +0000 2016,20309,,56392,False
